IP Range      	  Live Nodes
192.168.2.0/24	           9

IP Address   	Protocol  	Open Ports
192.168.2.1  	tcp       	[53, 80, 9100]
192.168.2.7  	tcp       	[8008, 8443]
192.168.2.62 	tcp       	[80, 515]
192.168.2.111	tcp       	[135, 139, 443, 3389]
192.168.2.117	tcp       	[8008, 8443]
192.168.2.120	tcp       	[135, 139, 443, 445, 5357]
192.168.2.210	tcp       	[5000]
192.168.2.223	tcp       	[22, 8443]
192.168.2.230	tcp       	[80]
